transaction_id,Account_id,transaction_amount,transaction_date,time_to_purchase,gas_type,gas_price_purchase,product_id,Location,Age,product_name
12083,1600,3.5,2023-01-30,20:00:00,,0.0,4,7,46.0,Muffin
16481,1602,57.9,2023-01-30,12:00:00,X,57.9,10,7,27.0,RedBull
18454,1616,60.39,2023-01-30,20:00:00,X,60.39,10,7,27.0,RedBull
15654,1623,39.25,2023-01-30,11:00:00,B,39.25,10,7,27.0,RedBull
10717,1625,3.0,2023-01-30,16:00:00,,0.0,2,7,38.0,Croissant
15759,1635,61.13,2023-01-30,11:00:00,A,61.13,10,7,39.0,RedBull
18864,1652,36.02,2023-01-30,08:00:00,A,36.02,10,7,39.0,RedBull
12413,1656,3.0,2023-01-30,14:00:00,,0.0,5,7,33.0,Bagel
11346,1660,2.0,2023-01-30,15:00:00,,0.0,3,7,50.0,Tea
13707,1682,3.5,2023-01-30,09:00:00,,0.0,7,7,27.0,Cappuccino
16814,1683,68.32,2023-01-30,20:00:00,B,68.32,10,7,27.0,RedBull
10964,1686,3.0,2023-01-30,13:00:00,,0.0,2,7,44.0,Croissant
12439,1690,3.0,2023-01-30,18:00:00,,0.0,5,7,35.0,Bagel
10093,1700,2.5,2023-01-30,10:00:00,,0.0,1,7,38.0,Coffee
10278,1707,2.5,2023-01-30,17:00:00,,0.0,1,7,28.0,Coffee
10914,1709,3.0,2023-01-30,10:00:00,,0.0,2,7,33.0,Croissant
13062,1710,3.5,2023-01-30,11:00:00,,0.0,6,7,29.0,Latte
12164,1712,3.5,2023-01-30,10:00:00,,0.0,4,7,37.0,Muffin
16631,1712,58.6,2023-01-30,15:00:00,X,58.6,10,7,37.0,RedBull
13498,1715,3.5,2023-01-30,17:00:00,,0.0,7,7,45.0,Cappuccino
18443,1716,30.47,2023-01-30,12:00:00,X,30.47,10,7,39.0,RedBull
14903,1729,3.0,2023-01-30,15:00:00,,0.0,9,7,38.0,Hot Chocolate
18184,1739,42.19,2023-01-30,13:00:00,X,42.19,10,7,28.0,RedBull
16362,1743,60.93,2023-01-30,08:00:00,B,60.93,10,7,35.0,RedBull
12251,1745,3.5,2023-01-30,11:00:00,,0.0,4,7,46.0,Muffin
14489,1750,2.5,2023-01-30,17:00:00,,0.0,8,7,36.0,Espresso
17854,1764,38.48,2023-01-30,13:00:00,X,38.48,10,7,20.0,RedBull
13221,1779,3.5,2023-01-30,17:00:00,,0.0,6,7,32.0,Latte
11001,1782,3.0,2023-01-30,16:00:00,,0.0,2,7,41.0,Croissant
13506,1782,3.5,2023-01-30,12:00:00,,0.0,7,7,41.0,Cappuccino
18984,1782,44.34,2023-01-30,20:00:00,B,44.34,10,7,41.0,RedBull
11729,1789,3.5,2023-01-30,18:00:00,,0.0,4,7,63.0,Muffin
12407,1789,3.0,2023-01-30,08:00:00,,0.0,5,7,63.0,Bagel
12623,1789,3.0,2023-01-30,13:00:00,,0.0,5,7,63.0,Bagel
12422,1790,3.0,2023-01-30,12:00:00,,0.0,5,7,51.0,Bagel
11655,1803,2.0,2023-01-30,09:00:00,,0.0,3,7,56.0,Tea
16321,1804,51.99,2023-01-30,13:00:00,B,51.99,10,7,53.0,RedBull
19179,1805,72.25,2023-01-30,10:00:00,X,72.25,10,7,45.0,RedBull
18953,1822,24.27,2023-01-30,16:00:00,X,24.27,10,7,19.0,RedBull
15652,1826,56.28,2023-01-30,14:00:00,B,56.28,10,7,57.0,RedBull
10523,1828,2.5,2023-01-30,15:00:00,,0.0,1,7,32.0,Coffee
14477,1833,2.5,2023-01-30,06:00:00,,0.0,8,7,18.0,Espresso
16467,1840,34.26,2023-01-30,19:00:00,A,34.26,10,7,54.0,RedBull
18333,1845,23.52,2023-01-30,16:00:00,A,23.52,10,7,57.0,RedBull
17672,1854,62.68,2023-01-30,15:00:00,B,62.68,10,7,34.0,RedBull
10845,1867,3.0,2023-01-30,08:00:00,,0.0,2,7,32.0,Croissant
14085,1872,2.5,2023-01-30,10:00:00,,0.0,8,7,34.0,Espresso
14391,1876,2.5,2023-01-30,09:00:00,,0.0,8,7,35.0,Espresso
14238,1879,2.5,2023-01-30,11:00:00,,0.0,8,7,42.0,Espresso
18586,1894,75.39,2023-01-30,12:00:00,X,75.39,10,7,42.0,RedBull
13872,1895,3.5,2023-01-30,15:00:00,,0.0,7,7,57.0,Cappuccino
15797,1897,29.74,2023-01-30,08:00:00,X,29.74,10,7,44.0,RedBull
11519,1908,2.0,2023-01-30,17:00:00,,0.0,3,7,56.0,Tea
18628,1940,40.98,2023-01-30,16:00:00,X,40.98,10,7,45.0,RedBull
12551,1948,3.0,2023-01-30,14:00:00,,0.0,5,7,36.0,Bagel
10807,1958,3.0,2023-01-30,10:00:00,,0.0,2,7,25.0,Croissant
13435,1960,3.5,2023-01-30,20:00:00,,0.0,7,7,22.0,Cappuccino
13470,1968,3.5,2023-01-30,16:00:00,,0.0,7,7,22.0,Cappuccino
13039,1974,3.5,2023-01-30,16:00:00,,0.0,6,7,54.0,Latte
18248,1981,41.7,2023-01-30,11:00:00,B,41.7,10,7,32.0,RedBull
17184,1987,28.2,2023-01-30,12:00:00,X,28.2,10,7,42.0,RedBull
18204,1988,34.78,2023-01-30,13:00:00,X,34.78,10,7,59.0,RedBull
12771,1992,3.0,2023-01-30,13:00:00,,0.0,5,7,52.0,Bagel
15368,1994,40.23,2023-01-30,06:00:00,A,40.23,10,7,,RedBull
23286,2005,31.62,2023-01-30,08:00:00,A,31.62,10,7,26.0,RedBull
26780,2005,2.5,2023-01-30,20:00:00,,0.0,8,7,26.0,Espresso
28803,2022,2.5,2023-01-30,18:30:00,,0.0,8,7,18.0,Espresso
21929,2034,3.5,2023-01-30,06:00:00,,0.0,6,7,20.0,Latte
21109,2056,3.5,2023-01-30,07:00:00,,0.0,4,7,34.0,Muffin
28046,2068,2.5,2023-01-30,18:00:00,,0.0,1,7,27.0,Coffee
29462,2079,54.7,2023-01-30,18:30:00,X,54.7,10,7,45.0,RedBull
20577,2089,3.0,2023-01-30,07:00:00,,0.0,2,7,57.0,Croissant
23962,2096,57.5,2023-01-30,07:00:00,A,57.5,10,7,55.0,RedBull
23385,2116,48.85,2023-01-30,06:00:00,B,48.85,10,7,,RedBull
26099,2123,2.5,2023-01-30,20:00:00,,0.0,1,7,59.0,Coffee
25958,2140,57.6,2023-01-30,07:00:00,A,57.6,10,7,29.0,RedBull
20687,2165,3.0,2023-01-30,08:00:00,,0.0,2,7,,Croissant
26292,2177,2.0,2023-01-30,19:00:00,,0.0,3,7,65.0,Tea
21600,2184,3.0,2023-01-30,06:00:00,,0.0,5,7,63.0,Bagel
21548,2202,3.0,2023-01-30,06:00:00,,0.0,5,7,31.0,Bagel
25159,2202,76.24,2023-01-30,07:00:00,X,76.24,10,7,31.0,RedBull
28421,2202,3.5,2023-01-30,18:30:00,,0.0,4,7,31.0,Muffin
27641,2203,82.4,2023-01-30,20:00:00,B,82.4,10,7,24.0,RedBull
20909,2214,2.0,2023-01-30,07:00:00,,0.0,3,7,,Tea
24084,2232,45.96,2023-01-30,06:00:00,B,45.96,10,7,,RedBull
20244,2238,2.5,2023-01-30,07:00:00,,0.0,1,7,8.0,Coffee
27236,2263,66.38,2023-01-30,20:00:00,A,66.38,10,7,,RedBull
20641,2265,3.0,2023-01-30,06:00:00,,0.0,2,7,,Croissant
24460,2268,44.33,2023-01-30,06:00:00,X,44.33,10,7,37.0,RedBull
29005,2269,36.46,2023-01-30,19:00:00,X,36.46,10,7,65.0,RedBull
25929,2271,58.09,2023-01-30,06:00:00,X,58.09,10,7,52.0,RedBull
22279,2280,3.5,2023-01-30,06:00:00,,0.0,7,7,24.0,Cappuccino
22013,2283,3.5,2023-01-30,07:00:00,,0.0,6,7,64.0,Latte
26584,2288,3.5,2023-01-30,19:00:00,,0.0,6,7,,Latte
27717,2314,80.79,2023-01-30,20:00:00,A,80.79,10,7,,RedBull
28849,2315,2.5,2023-01-30,19:00:00,,0.0,8,7,,Espresso
29495,2317,45.07,2023-01-30,19:00:00,B,45.07,10,7,18.0,RedBull
21592,2321,3.0,2023-01-30,06:00:00,,0.0,5,7,18.0,Bagel
27380,2327,60.18,2023-01-30,20:00:00,X,60.18,10,7,33.0,RedBull
25663,2333,35.31,2023-01-30,08:00:00,X,35.31,10,7,45.0,RedBull
29354,2335,21.11,2023-01-30,19:00:00,B,21.11,10,7,64.0,RedBull
21094,2340,3.5,2023-01-30,06:00:00,,0.0,4,7,56.0,Muffin
28427,2346,3.5,2023-01-30,19:00:00,,0.0,4,7,40.0,Muffin
26839,2350,2.5,2023-01-30,20:00:00,,0.0,8,7,52.0,Espresso
20633,2355,3.0,2023-01-30,08:00:00,,0.0,2,7,63.0,Croissant
27732,2371,74.0,2023-01-30,19:00:00,B,74.0,10,7,28.0,RedBull
24462,2375,32.17,2023-01-30,08:00:00,X,32.17,10,7,39.0,RedBull
25141,2381,45.87,2023-01-30,08:00:00,A,45.87,10,7,28.0,RedBull
26721,2387,3.5,2023-01-30,19:00:00,,0.0,7,7,27.0,Cappuccino
27900,2388,53.75,2023-01-30,19:00:00,A,53.75,10,7,59.0,RedBull
20715,2389,2.0,2023-01-30,07:00:00,,0.0,3,7,55.0,Tea
26637,2395,3.5,2023-01-30,20:00:00,,0.0,6,7,52.0,Latte
20353,2400,3.0,2023-01-30,06:00:00,,0.0,2,7,63.0,Croissant
22926,2411,3.0,2023-01-30,08:00:00,,0.0,9,7,,Hot Chocolate
25687,2411,43.79,2023-01-30,07:00:00,A,43.79,10,7,,RedBull
21047,2442,2.0,2023-01-30,08:00:00,,0.0,3,7,65.0,Tea
28688,2446,3.5,2023-01-30,18:30:00,,0.0,7,7,27.0,Cappuccino
27392,2464,38.97,2023-01-30,19:00:00,A,38.97,10,7,52.0,RedBull
28033,2491,2.5,2023-01-30,18:30:00,,0.0,1,7,41.0,Coffee
27804,2522,28.64,2023-01-30,20:00:00,X,28.64,10,7,,RedBull
21222,2529,3.5,2023-01-30,07:00:00,,0.0,4,7,,Muffin
29752,2534,64.97,2023-01-30,18:00:00,A,64.97,10,7,,RedBull
20610,2535,3.0,2023-01-30,07:00:00,,0.0,2,7,,Croissant
25153,2538,32.59,2023-01-30,07:00:00,B,32.59,10,7,,RedBull
23614,2542,71.71,2023-01-30,08:00:00,B,71.71,10,7,,RedBull
29390,2549,34.02,2023-01-30,19:00:00,A,34.02,10,7,,RedBull
27577,2554,66.8,2023-01-30,20:00:00,X,66.8,10,7,,RedBull
29451,2558,21.5,2023-01-30,19:00:00,X,21.5,10,7,,RedBull
22475,2564,2.5,2023-01-30,06:00:00,,0.0,8,7,,Espresso
23244,2567,68.5,2023-01-30,08:00:00,X,68.5,10,7,,RedBull
27278,2574,40.98,2023-01-30,20:00:00,X,40.98,10,7,,RedBull
22063,2578,3.5,2023-01-30,08:00:00,,0.0,6,7,,Latte
24866,2579,48.39,2023-01-30,07:00:00,B,48.39,10,7,,RedBull
20748,2582,2.0,2023-01-30,08:00:00,,0.0,3,7,,Tea
20964,2606,2.0,2023-01-30,06:00:00,,0.0,3,7,,Tea
22626,2644,2.5,2023-01-30,07:00:00,,0.0,8,7,,Espresso
21436,2669,3.0,2023-01-30,08:00:00,,0.0,5,7,,Bagel
29918,2671,64.2,2023-01-30,18:30:00,A,64.2,10,7,,RedBull
31929,2706,28.36,2023-01-30,23:00:00,A,28.36,10,7,,RedBull
31838,2730,63.9,2023-01-30,23:00:00,B,63.9,10,7,,RedBull
30373,2748,2.0,2023-01-30,22:00:00,,0.0,3,7,,Tea
31696,2761,36.26,2023-01-30,22:00:00,B,36.26,10,7,,RedBull
31738,2774,60.39,2023-01-30,23:00:00,A,60.39,10,7,,RedBull
30178,2818,3.0,2023-01-30,23:00:00,,0.0,2,7,,Croissant
31124,2835,3.0,2023-01-30,23:00:00,,0.0,9,7,,Hot Chocolate
30519,2861,3.5,2023-01-30,23:00:00,,0.0,4,7,,Muffin
30102,2879,2.5,2023-01-30,23:00:00,,0.0,1,7,,Coffee
31575,2903,25.45,2023-01-30,23:00:00,A,25.45,10,7,,RedBull
31265,2940,25.83,2023-01-30,22:00:00,B,25.83,10,7,,RedBull
32013,2949,48.17,2023-01-30,22:00:00,A,48.17,10,7,,RedBull
30882,2965,3.5,2023-01-30,23:00:00,,0.0,7,7,,Cappuccino
30795,2966,3.5,2023-01-30,23:00:00,,0.0,6,7,,Latte
31869,2996,47.98,2023-01-30,23:00:00,A,47.98,10,7,,RedBull
31896,2999,54.47,2023-01-30,22:00:00,B,54.47,10,7,,RedBull
43480,1001,2.5,2023-01-31,15:00:00,,0.0,8,7,31.0,Espresso
9284,1008,56.4,2023-01-31,06:00:00,A,56.4,10,7,48.0,RedBull
5832,1011,73.23,2023-01-31,12:00:00,B,73.23,10,7,54.0,RedBull
7106,1016,31.76,2023-01-31,13:00:00,A,31.76,10,7,23.0,RedBull
40970,1021,3.5,2023-01-31,18:00:00,,0.0,6,7,53.0,Latte
8865,1023,58.11,2023-01-31,18:00:00,A,58.11,10,7,53.0,RedBull
38606,1023,3.5,2023-01-31,20:00:00,,0.0,4,7,53.0,Muffin
8350,1024,63.63,2023-01-31,12:00:00,X,63.63,10,7,26.0,RedBull
34276,1025,57.54,2023-01-31,20:00:00,X,57.54,2,7,53.0,Croissant
38786,1039,3.0,2023-01-31,14:00:00,,0.0,5,7,59.0,Bagel
44122,1040,2.5,2023-01-31,13:00:00,,0.0,8,7,47.0,Espresso
4280,1043,2.5,2023-01-31,07:00:00,,0.0,8,7,27.0,Espresso
7660,1046,53.19,2023-01-31,14:00:00,B,53.19,10,7,36.0,RedBull
9953,1048,33.66,2023-01-31,18:00:00,B,33.66,10,7,21.0,RedBull
40022,1048,3.0,2023-01-31,14:00:00,,0.0,5,7,21.0,Bagel
5039,1049,3.0,2023-01-31,06:00:00,,0.0,9,7,55.0,Hot Chocolate
34854,1050,3.0,2023-01-31,13:00:00,,0.0,2,7,26.0,Croissant
37963,1052,3.5,2023-01-31,16:00:00,,0.0,4,7,31.0,Muffin
33073,1053,2.5,2023-01-31,16:00:00,,0.0,1,7,37.0,Coffee
38031,1054,3.5,2023-01-31,16:00:00,,0.0,4,7,34.0,Muffin
1918,1059,3.5,2023-01-31,20:00:00,,0.0,4,7,60.0,Muffin
5317,1061,30.32,2023-01-31,07:00:00,B,30.32,10,7,31.0,RedBull
35286,1061,35.64,2023-01-31,22:00:00,B,35.64,2,7,31.0,Croissant
39329,1065,49.07,2023-01-31,20:00:00,B,49.07,5,7,55.0,Bagel
40618,1065,3.5,2023-01-31,12:00:00,,0.0,6,7,55.0,Latte
34260,1072,50.55,2023-01-31,17:00:00,A,50.55,2,7,36.0,Croissant
35371,1072,3.0,2023-01-31,11:00:00,,0.0,2,7,36.0,Croissant
5777,1076,47.86,2023-01-31,18:00:00,B,47.86,10,7,47.0,RedBull
6187,1076,74.15,2023-01-31,10:00:00,A,74.15,10,7,47.0,RedBull
37248,1076,65.0,2023-01-31,18:00:00,X,65.0,4,7,47.0,Muffin
4423,1084,2.5,2023-01-31,15:00:00,,0.0,8,7,46.0,Espresso
40836,1084,56.74,2023-01-31,19:00:00,B,56.74,6,7,46.0,Latte
36116,1091,2.0,2023-01-31,12:00:00,,0.0,3,7,52.0,Tea
55,1092,2.5,2023-01-31,13:00:00,,0.0,1,7,61.0,Coffee
8686,1092,57.77,2023-01-31,18:00:00,B,57.77,10,7,61.0,RedBull
9406,1093,37.51,2023-01-31,11:00:00,A,37.51,10,7,63.0,RedBull
8928,1094,59.65,2023-01-31,09:00:00,X,59.65,10,7,61.0,RedBull
40834,1095,38.47,2023-01-31,20:00:00,A,38.47,6,7,60.0,Latte
2516,1098,3.0,2023-01-31,20:00:00,,0.0,5,7,24.0,Bagel
7121,1098,70.82,2023-01-31,08:00:00,X,70.82,10,7,24.0,RedBull
39549,1105,37.46,2023-01-31,17:00:00,A,37.46,5,7,62.0,Bagel
36175,1106,35.25,2023-01-31,07:00:00,X,35.25,3,7,43.0,Tea
4357,1107,2.5,2023-01-31,11:00:00,,0.0,8,7,58.0,Espresso
40410,1107,3.5,2023-01-31,21:00:00,,0.0,6,7,58.0,Latte
43767,1110,2.5,2023-01-31,22:00:00,,0.0,8,7,20.0,Espresso
40867,1117,3.5,2023-01-31,16:00:00,,0.0,6,7,62.0,Latte
40343,1118,3.5,2023-01-31,09:00:00,,0.0,6,7,33.0,Latte
3365,1123,3.5,2023-01-31,16:00:00,,0.0,7,7,51.0,Cappuccino
42986,1123,3.5,2023-01-31,18:00:00,,0.0,7,7,51.0,Cappuccino
38401,1127,3.5,2023-01-31,19:00:00,,0.0,4,7,38.0,Muffin
37623,1128,52.42,2023-01-31,15:00:00,B,52.42,4,7,50.0,Muffin
6816,1129,47.79,2023-01-31,15:00:00,A,47.79,10,7,52.0,RedBull
169,1130,2.5,2023-01-31,19:00:00,,0.0,1,7,31.0,Coffee
33838,1130,87.76,2023-01-31,10:00:00,A,87.76,1,7,31.0,Coffee
3926,1131,2.5,2023-01-31,08:00:00,,0.0,8,7,53.0,Espresso
33722,1132,2.5,2023-01-31,17:00:00,,0.0,1,7,42.0,Coffee
42654,1132,3.5,2023-01-31,09:00:00,,0.0,7,7,42.0,Cappuccino
1923,1133,3.5,2023-01-31,13:00:00,,0.0,4,7,57.0,Muffin
772,1136,3.0,2023-01-31,11:00:00,,0.0,2,7,60.0,Croissant
6272,1140,52.3,2023-01-31,14:00:00,B,52.3,10,7,61.0,RedBull
1715,1142,3.5,2023-01-31,18:00:00,,0.0,4,7,23.0,Muffin
644,1143,3.0,2023-01-31,15:00:00,,0.0,2,7,28.0,Croissant
1530,1143,2.0,2023-01-31,13:00:00,,0.0,3,7,28.0,Tea
40706,1145,40.87,2023-01-31,14:00:00,X,40.87,6,7,49.0,Latte
3507,1147,3.5,2023-01-31,16:00:00,,0.0,7,7,41.0,Cappuccino
41737,1147,3.5,2023-01-31,20:00:00,,0.0,7,7,41.0,Cappuccino
6747,1148,50.8,2023-01-31,15:00:00,B,50.8,10,7,29.0,RedBull
8971,1150,23.08,2023-01-31,11:00:00,B,23.08,10,7,32.0,RedBull
8029,1158,34.73,2023-01-31,18:00:00,B,34.73,10,7,60.0,RedBull
6812,1164,30.67,2023-01-31,15:00:00,B,30.67,10,7,49.0,RedBull
2359,1173,3.0,2023-01-31,19:00:00,,0.0,5,7,57.0,Bagel
6421,1173,77.32,2023-01-31,09:00:00,X,77.32,10,7,57.0,RedBull
35703,1180,2.0,2023-01-31,07:00:00,,0.0,3,7,37.0,Tea
840,1184,3.0,2023-01-31,15:00:00,,0.0,2,7,62.0,Croissant
42317,1184,3.5,2023-01-31,16:00:00,,0.0,7,7,62.0,Cappuccino
43941,1184,80.86,2023-01-31,18:00:00,A,80.86,8,7,62.0,Espresso
33701,1186,30.9,2023-01-31,14:00:00,A,30.9,1,7,47.0,Coffee
40054,1186,49.67,2023-01-31,06:00:00,X,49.67,5,7,47.0,Bagel
34436,1189,3.0,2023-01-31,06:00:00,,0.0,2,7,23.0,Croissant
43592,1191,40.84,2023-01-31,09:00:00,X,40.84,8,7,36.0,Espresso
40009,1194,43.44,2023-01-31,09:00:00,B,43.44,5,7,49.0,Bagel
5324,1195,42.11,2023-01-31,16:00:00,B,42.11,10,7,20.0,RedBull
44482,1196,2.5,2023-01-31,13:00:00,,0.0,8,7,23.0,Espresso
6072,1197,35.14,2023-01-31,12:00:00,X,35.14,10,7,42.0,RedBull
9843,1209,37.32,2023-01-31,10:00:00,X,37.32,10,7,61.0,RedBull
42005,1210,44.87,2023-01-31,12:00:00,X,44.87,7,7,58.0,Cappuccino
7955,1212,71.54,2023-01-31,10:00:00,X,71.54,10,7,31.0,RedBull
5412,1213,31.16,2023-01-31,20:00:00,B,31.16,10,7,46.0,RedBull
8442,1215,74.84,2023-01-31,18:00:00,X,74.84,10,7,64.0,RedBull
34625,1216,24.35,2023-01-31,16:00:00,X,24.35,2,7,37.0,Croissant
35046,1221,3.0,2023-01-31,21:00:00,,0.0,2,7,27.0,Croissant
766,1233,3.0,2023-01-31,08:00:00,,0.0,2,7,44.0,Croissant
41639,1236,3.5,2023-01-31,14:00:00,,0.0,7,7,39.0,Cappuccino
2285,1237,3.0,2023-01-31,10:00:00,,0.0,5,7,28.0,Bagel
43308,1243,62.52,2023-01-31,07:00:00,X,62.52,8,7,46.0,Espresso
38595,1246,3.5,2023-01-31,19:00:00,,0.0,4,7,57.0,Muffin
8566,1250,38.64,2023-01-31,07:00:00,B,38.64,10,7,41.0,RedBull
5391,1255,28.04,2023-01-31,09:00:00,A,28.04,10,7,35.0,RedBull
34525,1256,3.0,2023-01-31,12:00:00,,0.0,2,7,27.0,Croissant
5336,1257,39.19,2023-01-31,19:00:00,X,39.19,10,7,47.0,RedBull
38843,1258,3.0,2023-01-31,12:00:00,,0.0,5,7,20.0,Bagel
1197,1268,2.0,2023-01-31,16:00:00,,0.0,3,7,45.0,Tea
6662,1272,64.36,2023-01-31,20:00:00,A,64.36,10,7,39.0,RedBull
4781,1274,3.0,2023-01-31,14:00:00,,0.0,9,7,29.0,Hot Chocolate
44266,1281,2.5,2023-01-31,12:00:00,,0.0,8,7,43.0,Espresso
2493,1286,3.0,2023-01-31,06:00:00,,0.0,5,7,35.0,Bagel
36117,1294,33.19,2023-01-31,07:00:00,B,33.19,3,7,33.0,Tea
35871,1297,2.0,2023-01-31,16:00:00,,0.0,3,7,50.0,Tea
4422,1298,2.5,2023-01-31,19:00:00,,0.0,8,7,50.0,Espresso
3987,1303,2.5,2023-01-31,07:00:00,,0.0,8,7,63.0,Espresso
3362,1308,3.5,2023-01-31,08:00:00,,0.0,7,7,29.0,Cappuccino
1777,1309,3.5,2023-01-31,11:00:00,,0.0,4,7,57.0,Muffin
33026,1310,77.63,2023-01-31,17:00:00,B,77.63,1,7,60.0,Coffee
36045,1311,2.0,2023-01-31,08:00:00,,0.0,3,7,21.0,Tea
435,1312,2.5,2023-01-31,20:00:00,,0.0,1,7,20.0,Coffee
814,1313,3.0,2023-01-31,13:00:00,,0.0,2,7,44.0,Croissant
3937,1313,2.5,2023-01-31,16:00:00,,0.0,8,7,44.0,Espresso
34995,1314,3.0,2023-01-31,19:00:00,,0.0,2,7,42.0,Croissant
36154,1314,2.0,2023-01-31,17:00:00,,0.0,3,7,42.0,Tea
8772,1317,44.53,2023-01-31,06:00:00,A,44.53,10,7,33.0,RedBull
42643,1321,3.5,2023-01-31,06:00:00,,0.0,7,7,43.0,Cappuccino
33082,1325,2.5,2023-01-31,08:00:00,,0.0,1,7,29.0,Coffee
42420,1329,62.07,2023-01-31,21:00:00,B,62.07,7,7,45.0,Cappuccino
37733,1330,3.5,2023-01-31,08:00:00,,0.0,4,7,45.0,Muffin
8154,1332,25.07,2023-01-31,16:00:00,B,25.07,10,7,49.0,RedBull
33422,1333,37.87,2023-01-31,08:00:00,A,37.87,1,7,56.0,Coffee
36651,1336,2.0,2023-01-31,13:00:00,,0.0,3,7,24.0,Tea
37771,1336,3.5,2023-01-31,07:00:00,,0.0,4,7,24.0,Muffin
9459,1338,58.55,2023-01-31,08:00:00,X,58.55,10,7,18.0,RedBull
38631,1339,3.5,2023-01-31,12:00:00,,0.0,4,7,36.0,Muffin
8439,1340,36.29,2023-01-31,06:00:00,B,36.29,10,7,64.0,RedBull
7504,1341,24.91,2023-01-31,13:00:00,X,24.91,10,7,43.0,RedBull
37252,1343,3.5,2023-01-31,15:00:00,,0.0,4,7,58.0,Muffin
43205,1352,2.5,2023-01-31,10:00:00,,0.0,8,7,48.0,Espresso
2385,1358,3.0,2023-01-31,15:00:00,,0.0,5,7,34.0,Bagel
35650,1359,32.03,2023-01-31,14:00:00,A,32.03,3,7,31.0,Tea
1640,1367,2.0,2023-01-31,12:00:00,,0.0,3,7,60.0,Tea
9520,1367,42.16,2023-01-31,20:00:00,X,42.16,10,7,60.0,RedBull
38249,1368,3.5,2023-01-31,16:00:00,,0.0,4,7,45.0,Muffin
43064,1369,2.5,2023-01-31,10:00:00,,0.0,8,7,57.0,Espresso
36173,1374,52.62,2023-01-31,21:00:00,B,52.62,3,7,27.0,Tea
42523,1379,44.31,2023-01-31,10:00:00,B,44.31,7,7,30.0,Cappuccino
40364,1380,54.12,2023-01-31,14:00:00,B,54.12,6,7,45.0,Latte
33199,1385,2.5,2023-01-31,15:00:00,,0.0,1,7,54.0,Coffee
5294,1387,47.71,2023-01-31,09:00:00,X,47.71,10,7,54.0,RedBull
6483,1394,52.99,2023-01-31,08:00:00,A,52.99,10,7,62.0,RedBull
5008,1399,3.0,2023-01-31,13:00:00,,0.0,9,7,34.0,Hot Chocolate
38562,1400,3.5,2023-01-31,06:00:00,,0.0,4,7,35.0,Muffin
681,1401,3.0,2023-01-31,10:00:00,,0.0,2,7,36.0,Croissant
42283,1402,56.34,2023-01-31,16:00:00,A,56.34,7,7,58.0,Cappuccino
1091,1403,3.0,2023-01-31,14:00:00,,0.0,2,7,27.0,Croissant
5684,1405,56.14,2023-01-31,13:00:00,A,56.14,10,7,19.0,RedBull
36131,1413,58.95,2023-01-31,09:00:00,A,58.95,3,7,51.0,Tea
37247,1414,3.5,2023-01-31,21:00:00,,0.0,4,7,30.0,Muffin
8751,1416,56.22,2023-01-31,12:00:00,B,56.22,10,7,47.0,RedBull
42623,1416,62.39,2023-01-31,12:00:00,B,62.39,7,7,47.0,Cappuccino
8584,1417,40.84,2023-01-31,09:00:00,B,40.84,10,7,28.0,RedBull
32525,1417,48.33,2023-01-31,09:00:00,A,48.33,1,7,28.0,Coffee
32862,1418,83.5,2023-01-31,21:00:00,X,83.5,1,7,32.0,Coffee
33496,1418,2.5,2023-01-31,16:00:00,,0.0,1,7,32.0,Coffee
4347,1420,2.5,2023-01-31,14:00:00,,0.0,8,7,58.0,Espresso
4461,1420,2.5,2023-01-31,20:00:00,,0.0,8,7,58.0,Espresso
36249,1425,50.32,2023-01-31,13:00:00,A,50.32,3,7,47.0,Tea
9115,1431,63.86,2023-01-31,17:00:00,A,63.86,10,7,63.0,RedBull
929,1433,3.0,2023-01-31,09:00:00,,0.0,2,7,18.0,Croissant
8399,1436,35.02,2023-01-31,20:00:00,X,35.02,10,7,61.0,RedBull
38315,1439,3.5,2023-01-31,20:00:00,,0.0,4,7,51.0,Muffin
5495,1442,32.93,2023-01-31,14:00:00,B,32.93,10,7,20.0,RedBull
40217,1442,3.5,2023-01-31,21:00:00,,0.0,6,7,20.0,Latte
9877,1447,35.23,2023-01-31,14:00:00,X,35.23,10,7,63.0,RedBull
8930,1453,63.79,2023-01-31,20:00:00,X,63.79,10,7,56.0,RedBull
41075,1458,3.5,2023-01-31,13:00:00,,0.0,6,7,24.0,Latte
1161,1464,2.0,2023-01-31,06:00:00,,0.0,3,7,49.0,Tea
5785,1466,50.01,2023-01-31,13:00:00,B,50.01,10,7,23.0,RedBull
37663,1474,46.7,2023-01-31,09:00:00,X,46.7,4,7,37.0,Muffin
41066,1485,34.4,2023-01-31,17:00:00,B,34.4,6,7,52.0,Latte
9528,1488,56.31,2023-01-31,17:00:00,B,56.31,10,7,53.0,RedBull
7112,1495,53.98,2023-01-31,18:00:00,B,53.98,10,7,61.0,RedBull
9842,1499,52.71,2023-01-31,11:00:00,X,52.71,10,7,26.0,RedBull
12512,1510,3.0,2023-01-31,07:00:00,,0.0,5,7,48.0,Bagel
14216,1510,2.5,2023-01-31,17:00:00,,0.0,8,7,48.0,Espresso
19353,1512,37.39,2023-01-31,14:00:00,B,37.39,10,7,46.0,RedBull
11075,1518,3.0,2023-01-31,12:00:00,,0.0,2,7,43.0,Croissant
16449,1526,57.65,2023-01-31,15:00:00,B,57.65,10,7,18.0,RedBull
12061,1537,3.5,2023-01-31,15:00:00,,0.0,4,7,18.0,Muffin
