transaction_id,Account_id,transaction_amount,transaction_date,time_to_purchase,gas_type,gas_price_purchase,product_id,Location
3272,1265,3.5,2023-01-16,17:00:00,,0.0,6,7
8653,1265,53.83,2023-01-16,17:00:00,X,53.83,10,7
42656,1267,3.5,2023-01-16,14:00:00,,0.0,7,7
44180,1267,2.5,2023-01-16,16:00:00,,0.0,8,7
2648,1271,3.0,2023-01-16,16:00:00,,0.0,5,7
5759,1277,68.07,2023-01-16,18:00:00,X,68.07,10,7
3972,1288,2.5,2023-01-16,08:00:00,,0.0,8,7
4153,1290,2.5,2023-01-16,08:00:00,,0.0,8,7
46,1292,2.5,2023-01-16,15:00:00,,0.0,1,7
37807,1298,3.5,2023-01-16,20:00:00,,0.0,4,7
3683,1300,3.5,2023-01-16,07:00:00,,0.0,7,7
39991,1301,28.47,2023-01-16,06:00:00,B,28.47,5,7
43194,1303,2.5,2023-01-16,10:00:00,,0.0,8,7
5997,1304,39.02,2023-01-16,16:00:00,X,39.02,10,7
35392,1305,3.0,2023-01-16,12:00:00,,0.0,2,7
6995,1306,22.57,2023-01-16,06:00:00,B,22.57,10,7
9898,1308,32.42,2023-01-16,20:00:00,B,32.42,10,7
32646,1310,71.82,2023-01-16,16:00:00,B,71.82,1,7
1093,1311,3.0,2023-01-16,17:00:00,,0.0,2,7
35340,1313,3.0,2023-01-16,14:00:00,,0.0,2,7
38219,1314,27.57,2023-01-16,11:00:00,B,27.57,4,7
1720,1318,3.5,2023-01-16,08:00:00,,0.0,4,7
6907,1320,61.27,2023-01-16,20:00:00,X,61.27,10,7
39178,1321,71.75,2023-01-16,15:00:00,B,71.75,5,7
37329,1322,60.7,2023-01-16,14:00:00,X,60.7,4,7
5786,1324,64.85,2023-01-16,16:00:00,B,64.85,10,7
34428,1324,3.0,2023-01-16,18:00:00,,0.0,2,7
38892,1332,78.65,2023-01-16,21:00:00,X,78.65,5,7
37711,1333,39.87,2023-01-16,20:00:00,X,39.87,4,7
1232,1336,2.0,2023-01-16,11:00:00,,0.0,3,7
8058,1339,36.63,2023-01-16,16:00:00,B,36.63,10,7
8155,1342,47.97,2023-01-16,12:00:00,A,47.97,10,7
42977,1345,3.5,2023-01-16,06:00:00,,0.0,7,7
7712,1349,50.1,2023-01-16,11:00:00,A,50.1,10,7
37482,1355,36.18,2023-01-16,21:00:00,X,36.18,4,7
321,1358,2.5,2023-01-16,15:00:00,,0.0,1,7
40241,1362,3.5,2023-01-16,18:00:00,,0.0,6,7
36525,1363,40.85,2023-01-16,15:00:00,X,40.85,3,7
34852,1367,83.17,2023-01-16,07:00:00,X,83.17,2,7
4709,1370,3.0,2023-01-16,17:00:00,,0.0,9,7
33272,1371,80.54,2023-01-16,11:00:00,X,80.54,1,7
39422,1373,31.37,2023-01-16,10:00:00,B,31.37,5,7
547,1375,2.5,2023-01-16,12:00:00,,0.0,1,7
34723,1379,3.0,2023-01-16,13:00:00,,0.0,2,7
3072,1387,3.5,2023-01-16,11:00:00,,0.0,6,7
6131,1387,43.04,2023-01-16,20:00:00,A,43.04,10,7
37289,1389,3.5,2023-01-16,19:00:00,,0.0,4,7
1732,1392,3.5,2023-01-16,15:00:00,,0.0,4,7
3725,1392,3.5,2023-01-16,11:00:00,,0.0,7,7
4599,1395,3.0,2023-01-16,09:00:00,,0.0,9,7
3494,1400,3.5,2023-01-16,15:00:00,,0.0,7,7
33768,1408,30.2,2023-01-16,07:00:00,X,30.2,1,7
42684,1413,3.5,2023-01-16,12:00:00,,0.0,7,7
41601,1414,3.5,2023-01-16,15:00:00,,0.0,7,7
44046,1414,2.5,2023-01-16,12:00:00,,0.0,8,7
43949,1420,2.5,2023-01-16,10:00:00,,0.0,8,7
33402,1423,40.38,2023-01-16,10:00:00,B,40.38,1,7
43171,1427,58.54,2023-01-16,08:00:00,B,58.54,8,7
3958,1435,2.5,2023-01-16,08:00:00,,0.0,8,7
37680,1435,3.5,2023-01-16,13:00:00,,0.0,4,7
2699,1437,3.0,2023-01-16,20:00:00,,0.0,5,7
4645,1437,3.0,2023-01-16,20:00:00,,0.0,9,7
5576,1440,39.31,2023-01-16,16:00:00,A,39.31,10,7
7568,1443,62.48,2023-01-16,12:00:00,B,62.48,10,7
39061,1445,3.0,2023-01-16,17:00:00,,0.0,5,7
32550,1448,39.67,2023-01-16,10:00:00,A,39.67,1,7
33767,1450,2.5,2023-01-16,10:00:00,,0.0,1,7
39317,1457,57.63,2023-01-16,21:00:00,X,57.63,5,7
36425,1458,2.0,2023-01-16,06:00:00,,0.0,3,7
4390,1463,2.5,2023-01-16,15:00:00,,0.0,8,7
9921,1464,45.17,2023-01-16,16:00:00,A,45.17,10,7
42960,1466,3.5,2023-01-16,15:00:00,,0.0,7,7
44360,1467,2.5,2023-01-16,12:00:00,,0.0,8,7
34344,1468,3.0,2023-01-16,21:00:00,,0.0,2,7
8109,1479,33.9,2023-01-16,13:00:00,A,33.9,10,7
2542,1480,3.0,2023-01-16,20:00:00,,0.0,5,7
7064,1490,46.46,2023-01-16,14:00:00,B,46.46,10,7
42806,1491,45.53,2023-01-16,22:00:00,X,45.53,7,7
35183,1495,45.05,2023-01-16,17:00:00,A,45.05,2,7
2935,1496,3.5,2023-01-16,08:00:00,,0.0,6,7
35610,1496,3.0,2023-01-16,08:00:00,,0.0,2,7
39947,1498,34.44,2023-01-16,13:00:00,X,34.44,5,7
15136,1504,63.4,2023-01-16,06:00:00,X,63.4,10,7
11311,1506,2.0,2023-01-16,07:00:00,,0.0,3,7
10430,1508,2.5,2023-01-16,06:00:00,,0.0,1,7
13294,1508,3.5,2023-01-16,15:00:00,,0.0,6,7
14072,1508,2.5,2023-01-16,14:00:00,,0.0,8,7
19073,1508,30.69,2023-01-16,17:00:00,B,30.69,10,7
13582,1517,3.5,2023-01-16,15:00:00,,0.0,7,7
13719,1560,3.5,2023-01-16,12:00:00,,0.0,7,7
16234,1560,22.25,2023-01-16,07:00:00,B,22.25,10,7
13148,1561,3.5,2023-01-16,07:00:00,,0.0,6,7
16883,1561,58.44,2023-01-16,14:00:00,A,58.44,10,7
16931,1562,27.2,2023-01-16,19:00:00,A,27.2,10,7
19751,1563,41.75,2023-01-16,18:00:00,B,41.75,10,7
16680,1566,60.22,2023-01-16,11:00:00,B,60.22,10,7
10669,1567,3.0,2023-01-16,06:00:00,,0.0,2,7
13569,1575,3.5,2023-01-16,19:00:00,,0.0,7,7
18995,1576,59.04,2023-01-16,14:00:00,B,59.04,10,7
17777,1582,62.97,2023-01-16,20:00:00,X,62.97,10,7
11405,1591,2.0,2023-01-16,09:00:00,,0.0,3,7
11454,1604,2.0,2023-01-16,16:00:00,,0.0,3,7
17372,1607,43.11,2023-01-16,17:00:00,B,43.11,10,7
19521,1613,24.68,2023-01-16,18:00:00,X,24.68,10,7
17054,1615,68.33,2023-01-16,08:00:00,X,68.33,10,7
19089,1620,63.55,2023-01-16,10:00:00,B,63.55,10,7
14243,1622,2.5,2023-01-16,15:00:00,,0.0,8,7
13271,1627,3.5,2023-01-16,19:00:00,,0.0,6,7
12212,1640,3.5,2023-01-16,17:00:00,,0.0,4,7
16230,1640,37.22,2023-01-16,15:00:00,B,37.22,10,7
15740,1641,48.46,2023-01-16,07:00:00,A,48.46,10,7
12626,1644,3.0,2023-01-16,19:00:00,,0.0,5,7
13780,1645,3.5,2023-01-16,12:00:00,,0.0,7,7
16527,1647,46.55,2023-01-16,14:00:00,B,46.55,10,7
12261,1658,3.0,2023-01-16,08:00:00,,0.0,5,7
15477,1658,36.28,2023-01-16,16:00:00,A,36.28,10,7
10108,1661,2.5,2023-01-16,18:00:00,,0.0,1,7
14930,1661,3.0,2023-01-16,08:00:00,,0.0,9,7
12299,1674,3.0,2023-01-16,08:00:00,,0.0,5,7
18030,1676,47.97,2023-01-16,07:00:00,A,47.97,10,7
18165,1682,63.36,2023-01-16,06:00:00,B,63.36,10,7
13151,1685,3.5,2023-01-16,18:00:00,,0.0,6,7
18763,1691,47.96,2023-01-16,16:00:00,B,47.96,10,7
11636,1701,2.0,2023-01-16,10:00:00,,0.0,3,7
19583,1714,45.56,2023-01-16,12:00:00,X,45.56,10,7
19140,1715,57.55,2023-01-16,11:00:00,X,57.55,10,7
16209,1723,40.3,2023-01-16,19:00:00,X,40.3,10,7
10780,1732,3.0,2023-01-16,13:00:00,,0.0,2,7
19037,1732,27.29,2023-01-16,19:00:00,B,27.29,10,7
16021,1737,58.02,2023-01-16,13:00:00,A,58.02,10,7
16676,1748,34.75,2023-01-16,12:00:00,A,34.75,10,7
16660,1763,61.25,2023-01-16,13:00:00,A,61.25,10,7
15578,1768,58.75,2023-01-16,18:00:00,A,58.75,10,7
15606,1769,75.32,2023-01-16,17:00:00,B,75.32,10,7
12481,1778,3.0,2023-01-16,15:00:00,,0.0,5,7
19453,1800,73.18,2023-01-16,18:00:00,A,73.18,10,7
17389,1804,50.72,2023-01-16,16:00:00,X,50.72,10,7
14022,1817,2.5,2023-01-16,08:00:00,,0.0,8,7
14142,1820,2.5,2023-01-16,12:00:00,,0.0,8,7
11123,1824,2.0,2023-01-16,06:00:00,,0.0,3,7
14532,1826,2.5,2023-01-16,18:00:00,,0.0,8,7
16067,1827,46.04,2023-01-16,11:00:00,X,46.04,10,7
11601,1843,2.0,2023-01-16,20:00:00,,0.0,3,7
11039,1848,3.0,2023-01-16,10:00:00,,0.0,2,7
16683,1848,39.56,2023-01-16,17:00:00,B,39.56,10,7
11128,1858,2.0,2023-01-16,14:00:00,,0.0,3,7
17796,1864,54.18,2023-01-16,10:00:00,B,54.18,10,7
17850,1868,38.17,2023-01-16,12:00:00,A,38.17,10,7
18107,1873,62.27,2023-01-16,17:00:00,B,62.27,10,7
15061,1896,3.0,2023-01-16,15:00:00,,0.0,9,7
14732,1908,3.0,2023-01-16,10:00:00,,0.0,9,7
19820,1916,33.77,2023-01-16,08:00:00,B,33.77,10,7
10869,1923,3.0,2023-01-16,09:00:00,,0.0,2,7
12488,1924,3.0,2023-01-16,19:00:00,,0.0,5,7
12054,1929,3.5,2023-01-16,07:00:00,,0.0,4,7
18673,1952,31.48,2023-01-16,06:00:00,A,31.48,10,7
11102,1957,3.0,2023-01-16,06:00:00,,0.0,2,7
12303,1961,3.0,2023-01-16,11:00:00,,0.0,5,7
18509,1963,54.91,2023-01-16,20:00:00,X,54.91,10,7
13360,1968,3.5,2023-01-16,09:00:00,,0.0,6,7
17963,1969,76.3,2023-01-16,20:00:00,A,76.3,10,7
15373,1975,59.29,2023-01-16,13:00:00,A,59.29,10,7
10829,1990,3.0,2023-01-16,11:00:00,,0.0,2,7
18625,1993,75.91,2023-01-16,07:00:00,A,75.91,10,7
17201,2000,51.88,2023-01-16,11:00:00,X,51.88,10,7
25512,2002,59.89,2023-01-16,08:00:00,A,59.89,10,7
26544,2005,3.0,2023-01-16,20:00:00,,0.0,5,7
27747,2005,67.81,2023-01-16,20:00:00,A,67.81,10,7
22499,2006,2.5,2023-01-16,08:00:00,,0.0,8,7
23738,2006,28.02,2023-01-16,07:00:00,A,28.02,10,7
25442,2017,30.47,2023-01-16,06:00:00,B,30.47,10,7
29838,2021,57.07,2023-01-16,18:30:00,A,57.07,10,7
27878,2058,59.8,2023-01-16,19:00:00,A,59.8,10,7
21486,2074,3.0,2023-01-16,08:00:00,,0.0,5,7
25857,2074,63.6,2023-01-16,08:00:00,A,63.6,10,7
22786,2080,3.0,2023-01-16,07:00:00,,0.0,9,7
21623,2089,3.0,2023-01-16,06:00:00,,0.0,5,7
28295,2090,2.0,2023-01-16,18:00:00,,0.0,3,7
21550,2100,3.0,2023-01-16,06:00:00,,0.0,5,7
28156,2108,3.0,2023-01-16,19:00:00,,0.0,2,7
27281,2113,83.69,2023-01-16,19:00:00,A,83.69,10,7
27739,2113,75.87,2023-01-16,19:00:00,B,75.87,10,7
20693,2119,3.0,2023-01-16,07:00:00,,0.0,2,7
20998,2121,2.0,2023-01-16,07:00:00,,0.0,3,7
21636,2125,3.0,2023-01-16,06:00:00,,0.0,5,7
26396,2127,3.5,2023-01-16,20:00:00,,0.0,4,7
22989,2128,3.0,2023-01-16,06:00:00,,0.0,9,7
21455,2145,3.0,2023-01-16,06:00:00,,0.0,5,7
24031,2145,59.41,2023-01-16,07:00:00,A,59.41,10,7
25170,2161,53.0,2023-01-16,06:00:00,A,53.0,10,7
26523,2161,3.0,2023-01-16,19:00:00,,0.0,5,7
25284,2168,44.81,2023-01-16,06:00:00,A,44.81,10,7
21417,2172,3.0,2023-01-16,08:00:00,,0.0,5,7
25694,2173,40.59,2023-01-16,06:00:00,X,40.59,10,7
21082,2175,3.5,2023-01-16,07:00:00,,0.0,4,7
27827,2175,60.22,2023-01-16,20:00:00,B,60.22,10,7
24425,2178,51.76,2023-01-16,06:00:00,B,51.76,10,7
24806,2178,43.52,2023-01-16,07:00:00,A,43.52,10,7
20757,2229,2.0,2023-01-16,07:00:00,,0.0,3,7
23660,2231,68.21,2023-01-16,07:00:00,B,68.21,10,7
22232,2232,3.5,2023-01-16,07:00:00,,0.0,7,7
25707,2233,22.81,2023-01-16,08:00:00,A,22.81,10,7
20088,2235,2.5,2023-01-16,06:00:00,,0.0,1,7
22729,2240,2.5,2023-01-16,07:00:00,,0.0,8,7
28490,2243,3.0,2023-01-16,18:30:00,,0.0,5,7
28378,2246,3.5,2023-01-16,18:30:00,,0.0,4,7
22553,2252,2.5,2023-01-16,07:00:00,,0.0,8,7
22642,2256,2.5,2023-01-16,08:00:00,,0.0,8,7
26395,2266,3.5,2023-01-16,20:00:00,,0.0,4,7
25903,2268,62.39,2023-01-16,06:00:00,X,62.39,10,7
21154,2284,3.5,2023-01-16,06:00:00,,0.0,4,7
26972,2305,3.0,2023-01-16,20:00:00,,0.0,9,7
20638,2306,3.0,2023-01-16,08:00:00,,0.0,2,7
23368,2306,39.84,2023-01-16,06:00:00,X,39.84,10,7
23014,2317,3.0,2023-01-16,07:00:00,,0.0,9,7
21684,2325,3.0,2023-01-16,07:00:00,,0.0,5,7
22863,2328,3.0,2023-01-16,06:00:00,,0.0,9,7
27616,2330,59.4,2023-01-16,20:00:00,A,59.4,10,7
23277,2336,58.65,2023-01-16,08:00:00,A,58.65,10,7
23371,2345,65.98,2023-01-16,07:00:00,B,65.98,10,7
23374,2365,38.76,2023-01-16,08:00:00,A,38.76,10,7
20917,2371,2.0,2023-01-16,07:00:00,,0.0,3,7
23624,2379,63.39,2023-01-16,08:00:00,A,63.39,10,7
29399,2394,48.93,2023-01-16,19:00:00,X,48.93,10,7
22964,2395,3.0,2023-01-16,08:00:00,,0.0,9,7
24631,2396,36.19,2023-01-16,08:00:00,B,36.19,10,7
27770,2404,28.97,2023-01-16,20:00:00,A,28.97,10,7
26055,2422,2.5,2023-01-16,20:00:00,,0.0,1,7
26580,2426,3.5,2023-01-16,19:00:00,,0.0,6,7
29615,2435,69.54,2023-01-16,19:00:00,X,69.54,10,7
21938,2451,3.5,2023-01-16,06:00:00,,0.0,6,7
20393,2469,3.0,2023-01-16,06:00:00,,0.0,2,7
24949,2471,58.83,2023-01-16,07:00:00,B,58.83,10,7
21385,2472,3.0,2023-01-16,06:00:00,,0.0,5,7
20032,2475,2.5,2023-01-16,07:00:00,,0.0,1,7
21924,2475,3.5,2023-01-16,07:00:00,,0.0,6,7
26012,2495,2.5,2023-01-16,20:00:00,,0.0,1,7
26538,2496,3.0,2023-01-16,19:00:00,,0.0,5,7
26302,2513,2.0,2023-01-16,19:00:00,,0.0,3,7
27317,2517,52.75,2023-01-16,19:00:00,A,52.75,10,7
21031,2526,2.0,2023-01-16,06:00:00,,0.0,3,7
22470,2570,2.5,2023-01-16,06:00:00,,0.0,8,7
22747,2583,3.0,2023-01-16,08:00:00,,0.0,9,7
24710,2586,29.19,2023-01-16,07:00:00,A,29.19,10,7
23736,2588,60.13,2023-01-16,06:00:00,X,60.13,10,7
28845,2599,2.5,2023-01-16,18:30:00,,0.0,8,7
29661,2620,69.71,2023-01-16,18:00:00,B,69.71,10,7
29166,2625,78.44,2023-01-16,18:30:00,X,78.44,10,7
29847,2640,37.74,2023-01-16,18:00:00,X,37.74,10,7
28092,2649,2.5,2023-01-16,18:00:00,,0.0,1,7
25478,2652,78.17,2023-01-16,06:00:00,B,78.17,10,7
27153,2652,36.94,2023-01-16,20:00:00,A,36.94,10,7
22809,2659,3.0,2023-01-16,07:00:00,,0.0,9,7
26598,2660,3.5,2023-01-16,19:00:00,,0.0,6,7
24012,2666,45.93,2023-01-16,08:00:00,X,45.93,10,7
27610,2670,68.28,2023-01-16,20:00:00,A,68.28,10,7
20270,2674,2.5,2023-01-16,07:00:00,,0.0,1,7
28888,2677,3.0,2023-01-16,18:00:00,,0.0,9,7
29646,2677,28.93,2023-01-16,19:00:00,B,28.93,10,7
20753,2682,2.0,2023-01-16,07:00:00,,0.0,3,7
23517,2684,43.67,2023-01-16,08:00:00,B,43.67,10,7
21150,2690,3.5,2023-01-16,07:00:00,,0.0,4,7
31839,2708,24.77,2023-01-16,23:00:00,B,24.77,10,7
30835,2722,3.5,2023-01-16,23:00:00,,0.0,7,7
31463,2745,71.17,2023-01-16,23:00:00,B,71.17,10,7
30160,2759,3.0,2023-01-16,23:00:00,,0.0,2,7
31960,2791,28.7,2023-01-16,22:00:00,B,28.7,10,7
32221,2797,75.29,2023-01-16,23:00:00,X,75.29,10,7
30050,2813,2.5,2023-01-16,23:00:00,,0.0,1,7
32402,2815,41.27,2023-01-16,23:00:00,X,41.27,10,7
30808,2817,3.5,2023-01-16,22:00:00,,0.0,6,7
30435,2832,3.5,2023-01-16,23:00:00,,0.0,4,7
31595,2832,70.88,2023-01-16,23:00:00,B,70.88,10,7
31638,2836,54.94,2023-01-16,23:00:00,X,54.94,10,7
32236,2845,80.75,2023-01-16,23:00:00,B,80.75,10,7
30774,2855,3.5,2023-01-16,22:00:00,,0.0,6,7
30763,2859,3.5,2023-01-16,23:00:00,,0.0,6,7
30324,2871,2.0,2023-01-16,23:00:00,,0.0,3,7
30478,2879,3.5,2023-01-16,23:00:00,,0.0,4,7
31712,2880,74.08,2023-01-16,23:00:00,X,74.08,10,7
31581,2885,69.83,2023-01-16,22:00:00,X,69.83,10,7
31347,2900,44.78,2023-01-16,22:00:00,A,44.78,10,7
31556,2904,76.53,2023-01-16,22:00:00,B,76.53,10,7
32183,2949,54.33,2023-01-16,23:00:00,A,54.33,10,7
31645,2956,86.4,2023-01-16,23:00:00,B,86.4,10,7
6499,1003,62.74,2023-01-17,11:00:00,B,62.74,10,7
37829,1006,3.5,2023-01-17,16:00:00,,0.0,4,7
4595,1007,3.0,2023-01-17,19:00:00,,0.0,9,7
4762,1007,3.0,2023-01-17,13:00:00,,0.0,9,7
33454,1007,74.75,2023-01-17,08:00:00,A,74.75,1,7
8636,1015,35.38,2023-01-17,14:00:00,X,35.38,10,7
43026,1016,3.5,2023-01-17,20:00:00,,0.0,7,7
4682,1018,3.0,2023-01-17,17:00:00,,0.0,9,7
40453,1019,3.5,2023-01-17,11:00:00,,0.0,6,7
41399,1022,3.5,2023-01-17,10:00:00,,0.0,6,7
44222,1023,78.52,2023-01-17,07:00:00,X,78.52,8,7
1905,1026,3.5,2023-01-17,15:00:00,,0.0,4,7
34048,1033,44.1,2023-01-17,18:00:00,A,44.1,2,7
42199,1034,3.5,2023-01-17,20:00:00,,0.0,7,7
3244,1037,3.5,2023-01-17,15:00:00,,0.0,6,7
37108,1037,2.0,2023-01-17,16:00:00,,0.0,3,7
3753,1039,3.5,2023-01-17,19:00:00,,0.0,7,7
2101,1042,3.5,2023-01-17,09:00:00,,0.0,4,7
9667,1042,51.61,2023-01-17,12:00:00,X,51.61,10,7
43606,1043,2.5,2023-01-17,11:00:00,,0.0,8,7
48,1044,2.5,2023-01-17,20:00:00,,0.0,1,7
39997,1044,3.0,2023-01-17,07:00:00,,0.0,5,7
40627,1044,3.5,2023-01-17,12:00:00,,0.0,6,7
6063,1045,52.29,2023-01-17,11:00:00,B,52.29,10,7
1573,1049,2.0,2023-01-17,12:00:00,,0.0,3,7
6952,1061,45.68,2023-01-17,12:00:00,A,45.68,10,7
43136,1064,2.5,2023-01-17,06:00:00,,0.0,8,7
36098,1068,2.0,2023-01-17,09:00:00,,0.0,3,7
7904,1069,51.39,2023-01-17,15:00:00,A,51.39,10,7
32872,1070,33.32,2023-01-17,09:00:00,B,33.32,1,7
121,1074,2.5,2023-01-17,09:00:00,,0.0,1,7
704,1075,3.0,2023-01-17,10:00:00,,0.0,2,7
5567,1078,34.71,2023-01-17,11:00:00,A,34.71,10,7
35270,1078,31.07,2023-01-17,09:00:00,A,31.07,2,7
39461,1081,3.0,2023-01-17,13:00:00,,0.0,5,7
38162,1090,48.76,2023-01-17,12:00:00,B,48.76,4,7
3681,1095,3.5,2023-01-17,20:00:00,,0.0,7,7
42371,1095,3.5,2023-01-17,07:00:00,,0.0,7,7
37259,1098,3.5,2023-01-17,12:00:00,,0.0,4,7
4205,1100,2.5,2023-01-17,18:00:00,,0.0,8,7
9867,1106,34.96,2023-01-17,10:00:00,A,34.96,10,7
42533,1107,41.24,2023-01-17,07:00:00,B,41.24,7,7
4251,1109,2.5,2023-01-17,17:00:00,,0.0,8,7
39942,1115,3.0,2023-01-17,17:00:00,,0.0,5,7
3732,1118,3.5,2023-01-17,13:00:00,,0.0,7,7
724,1123,3.0,2023-01-17,07:00:00,,0.0,2,7
9390,1123,35.99,2023-01-17,10:00:00,X,35.99,10,7
43666,1127,36.49,2023-01-17,06:00:00,B,36.49,8,7
38489,1128,71.98,2023-01-17,22:00:00,B,71.98,4,7
42397,1128,52.17,2023-01-17,08:00:00,B,52.17,7,7
5200,1130,73.08,2023-01-17,18:00:00,A,73.08,10,7
6319,1130,38.48,2023-01-17,18:00:00,B,38.48,10,7
4353,1132,2.5,2023-01-17,11:00:00,,0.0,8,7
3156,1134,3.5,2023-01-17,19:00:00,,0.0,6,7
8181,1135,69.35,2023-01-17,06:00:00,A,69.35,10,7
8956,1135,58.25,2023-01-17,16:00:00,A,58.25,10,7
7189,1137,40.32,2023-01-17,15:00:00,X,40.32,10,7
8114,1139,54.78,2023-01-17,18:00:00,B,54.78,10,7
4250,1145,2.5,2023-01-17,18:00:00,,0.0,8,7
6981,1149,41.56,2023-01-17,13:00:00,A,41.56,10,7
34164,1149,56.26,2023-01-17,22:00:00,B,56.26,2,7
41065,1149,49.85,2023-01-17,15:00:00,B,49.85,6,7
41276,1149,3.5,2023-01-17,08:00:00,,0.0,6,7
6569,1150,27.53,2023-01-17,18:00:00,B,27.53,10,7
6853,1153,73.16,2023-01-17,14:00:00,X,73.16,10,7
446,1156,2.5,2023-01-17,07:00:00,,0.0,1,7
3712,1157,3.5,2023-01-17,17:00:00,,0.0,7,7
40837,1157,3.5,2023-01-17,16:00:00,,0.0,6,7
4999,1158,3.0,2023-01-17,07:00:00,,0.0,9,7
37885,1159,3.5,2023-01-17,06:00:00,,0.0,4,7
1988,1164,3.5,2023-01-17,11:00:00,,0.0,4,7
44051,1169,36.09,2023-01-17,13:00:00,A,36.09,8,7
34844,1172,67.7,2023-01-17,13:00:00,X,67.7,2,7
43529,1173,2.5,2023-01-17,16:00:00,,0.0,8,7
4531,1174,3.0,2023-01-17,09:00:00,,0.0,9,7
38802,1174,34.05,2023-01-17,11:00:00,B,34.05,5,7
4846,1180,3.0,2023-01-17,18:00:00,,0.0,9,7
1677,1181,2.0,2023-01-17,06:00:00,,0.0,3,7
42904,1185,85.38,2023-01-17,17:00:00,B,85.38,7,7
38855,1188,44.09,2023-01-17,14:00:00,B,44.09,5,7
38451,1195,3.5,2023-01-17,11:00:00,,0.0,4,7
33216,1197,2.5,2023-01-17,19:00:00,,0.0,1,7
731,1198,3.0,2023-01-17,17:00:00,,0.0,2,7
2942,1199,3.5,2023-01-17,15:00:00,,0.0,6,7
36348,1202,26.27,2023-01-17,08:00:00,A,26.27,3,7
34572,1203,3.0,2023-01-17,18:00:00,,0.0,2,7
8877,1206,31.44,2023-01-17,18:00:00,A,31.44,10,7
42554,1210,3.5,2023-01-17,19:00:00,,0.0,7,7
38695,1218,67.17,2023-01-17,19:00:00,A,67.17,5,7
9147,1219,66.17,2023-01-17,08:00:00,B,66.17,10,7
790,1227,3.0,2023-01-17,19:00:00,,0.0,2,7
8171,1228,35.04,2023-01-17,11:00:00,X,35.04,10,7
41532,1229,3.5,2023-01-17,14:00:00,,0.0,6,7
9385,1230,62.48,2023-01-17,15:00:00,B,62.48,10,7
1163,1235,2.0,2023-01-17,15:00:00,,0.0,3,7
41380,1235,3.5,2023-01-17,10:00:00,,0.0,6,7
44455,1236,2.5,2023-01-17,07:00:00,,0.0,8,7
39928,1245,3.0,2023-01-17,15:00:00,,0.0,5,7
41673,1245,3.5,2023-01-17,11:00:00,,0.0,7,7
2909,1248,3.5,2023-01-17,11:00:00,,0.0,6,7
40692,1248,3.5,2023-01-17,14:00:00,,0.0,6,7
41700,1248,3.5,2023-01-17,18:00:00,,0.0,7,7
36628,1256,2.0,2023-01-17,19:00:00,,0.0,3,7
43715,1257,44.58,2023-01-17,18:00:00,B,44.58,8,7
32794,1261,31.59,2023-01-17,13:00:00,X,31.59,1,7
6449,1268,50.46,2023-01-17,19:00:00,A,50.46,10,7
33849,1282,69.17,2023-01-17,22:00:00,A,69.17,1,7
34034,1282,70.78,2023-01-17,20:00:00,B,70.78,1,7
2383,1283,3.0,2023-01-17,07:00:00,,0.0,5,7
5385,1284,58.77,2023-01-17,18:00:00,A,58.77,10,7
6870,1285,25.33,2023-01-17,08:00:00,X,25.33,10,7
3064,1287,3.5,2023-01-17,15:00:00,,0.0,6,7
4635,1290,3.0,2023-01-17,08:00:00,,0.0,9,7
7299,1290,72.88,2023-01-17,07:00:00,A,72.88,10,7
36681,1290,2.0,2023-01-17,11:00:00,,0.0,3,7
7870,1296,38.5,2023-01-17,09:00:00,X,38.5,10,7
37713,1302,76.0,2023-01-17,15:00:00,X,76.0,4,7
40772,1304,3.5,2023-01-17,13:00:00,,0.0,6,7
37729,1306,3.5,2023-01-17,14:00:00,,0.0,4,7
42948,1306,3.5,2023-01-17,12:00:00,,0.0,7,7
9893,1314,67.09,2023-01-17,09:00:00,B,67.09,10,7
44196,1314,2.5,2023-01-17,08:00:00,,0.0,8,7
43112,1315,77.66,2023-01-17,15:00:00,A,77.66,8,7
44249,1326,2.5,2023-01-17,13:00:00,,0.0,8,7
696,1327,3.0,2023-01-17,20:00:00,,0.0,2,7
38911,1335,25.96,2023-01-17,08:00:00,A,25.96,5,7
80,1337,2.5,2023-01-17,14:00:00,,0.0,1,7
32553,1340,2.5,2023-01-17,20:00:00,,0.0,1,7
34590,1340,82.29,2023-01-17,09:00:00,X,82.29,2,7
35211,1344,3.0,2023-01-17,13:00:00,,0.0,2,7
42421,1347,51.84,2023-01-17,13:00:00,B,51.84,7,7
2905,1353,3.5,2023-01-17,09:00:00,,0.0,6,7
5499,1353,57.01,2023-01-17,07:00:00,A,57.01,10,7
39074,1354,49.75,2023-01-17,17:00:00,B,49.75,5,7
39028,1356,68.98,2023-01-17,11:00:00,A,68.98,5,7
1839,1361,3.5,2023-01-17,13:00:00,,0.0,4,7
122,1363,2.5,2023-01-17,06:00:00,,0.0,1,7
2058,1367,3.5,2023-01-17,14:00:00,,0.0,4,7
38522,1368,3.5,2023-01-17,16:00:00,,0.0,4,7
43086,1369,57.04,2023-01-17,22:00:00,B,57.04,8,7
5343,1377,50.52,2023-01-17,18:00:00,A,50.52,10,7
1662,1389,2.0,2023-01-17,16:00:00,,0.0,3,7
40160,1390,3.5,2023-01-17,11:00:00,,0.0,6,7
42104,1393,3.5,2023-01-17,09:00:00,,0.0,7,7
8069,1394,75.4,2023-01-17,18:00:00,B,75.4,10,7
